URL;ID;PRICE;OLDPRICE;BRAND;DESC;AVAIL;CAT;NAME;IMAGE;ATTRS COLOR;SIZE
https://guthastore.it/products/new-balance-ml850ysc;4788445839492;;;NEW BALANCE;<p>Un classico New Balance del '96 in versione reloaded, per questa edizione Retro Bring back delle 850. Tomaia in pelle, suede e mesh, con accenti riflettenti, ricamo a contrasto sul tallone ed etichetta in gomma applicata sulla morbida linguetta in spugna. Intersuola con tecnologia ABZORB e supporto ROLLBAR per la massima stabilità.</p>;;Scarpe;New Balance ML850YSC;https://cdn.shopify.com/s/files/1/0362/4560/2436/products/n-b_ml_850_ysc-1.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/new-balance-ml850ysc-356469.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/new-balance-ml850ysc-253930.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/new-balance-ml850ysc-625852.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/new-balance-ml850ysc-374073.jpg;;Taglia
https://guthastore.it/products/new-balance-ml850ysc?variant=33209910722692;33209910722692;81.90;;;;1;;44 EU;;;44 EU
https://guthastore.it/products/new-balance-ml850ysc?variant=33209910755460;33209910755460;81.90;;;;1;;44.5 EU;;;44.5 EU
https://guthastore.it/products/new-balance-ml850ysc?variant=33209910788228;33209910788228;81.90;;;;0;;45 EU;;;45 EU
https://guthastore.it/products/new-balance-ml850ysc?variant=33209910820996;33209910820996;81.90;;;;0;;40.5 EU;;;40.5 EU
https://guthastore.it/products/new-balance-ml850ysc?variant=33209910886532;33209910886532;81.90;;;;0;;41.5 EU;;;41.5 EU
https://guthastore.it/products/new-balance-ml850ysc?variant=33209910919300;33209910919300;81.90;;;;1;;42 EU;;;42 EU
https://guthastore.it/products/new-balance-ml850ysc?variant=33209910952068;33209910952068;81.90;;;;1;;42.5 EU;;;42.5 EU
https://guthastore.it/products/new-balance-ml850ysc?variant=33209910984836;33209910984836;81.90;;;;1;;43 EU;;;43 EU
https://guthastore.it/products/new-balance-ml850ysd;4788445937796;;;NEW BALANCE;<p>Un classico New Balance del '96 in versione reloaded, per questa edizione Retro Bring back delle 850. Tomaia in pelle, suede e mesh, con accenti riflettenti, ricamo a contrasto sul tallone ed etichetta in gomma applicata sulla morbida linguetta in spugna. Intersuola con tecnologia ABZORB e supporto ROLLBAR per la massima stabilità.</p>;;Scarpe;New Balance ML850YSD;https://cdn.shopify.com/s/files/1/0362/4560/2436/products/n-b_ml_850_ysd-1.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/new-balance-ml850ysd-638484.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/new-balance-ml850ysd-772789.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/new-balance-ml850ysd-934202.jpg;;Taglia
https://guthastore.it/products/new-balance-ml850ysd?variant=33209911115908;33209911115908;81.90;;;;2;;44 EU;;;44 EU
https://guthastore.it/products/new-balance-ml850ysd?variant=33209911148676;33209911148676;81.90;;;;1;;44.5 EU;;;44.5 EU
https://guthastore.it/products/new-balance-ml850ysd?variant=33209911181444;33209911181444;81.90;;;;0;;40.5 EU;;;40.5 EU
https://guthastore.it/products/new-balance-ml850ysd?variant=33209911214212;33209911214212;81.90;;;;0;;41.5 EU;;;41.5 EU
https://guthastore.it/products/new-balance-ml850ysd?variant=33209911246980;33209911246980;81.90;;;;1;;42 EU;;;42 EU
https://guthastore.it/products/new-balance-ml850ysd?variant=33209911279748;33209911279748;81.90;;;;1;;42.5 EU;;;42.5 EU
https://guthastore.it/products/new-balance-ml850ysd?variant=33209911312516;33209911312516;81.90;;;;2;;43 EU;;;43 EU
